"ID","Year of first issue","Day/month of first issue","Date of last issue","Title","Place of publication","Owners/ publishers/ editors","Comments","Source","Holdings"
"t1r789",1900,"1 Jan.","","Būq al-Iṣlāḥ","Asyut","Jamāʿat al-Iṣlāḥ","","Ṭ",""
"t1r790",1900,"28 May","","Al-Būstā","Cairo","Muḥammad Sharīf al-Jazāʾirī","","Ṭ",""
"t1r791",1900,"1 May","","Al-Dāʾira","New York","ʿĪsā Mikhāʾīl al-Khūrī/al-Maʿlūf","","Ṭ",""
"t1r792",1900,"18 July","","Al-Dawāʾ","Cairo","Muḥammad Fuʾād Kāmil","","Ṭ",""
"t1r793",1900,"13 April","","Al-Dunyā fī Bāris","Cairo","Aḥmad Zakī","","Ṭ",""
"t1r794",1900,"Dec.","13 issues","Farīḍat al-Ḥajj","Algiers","Sīkār","replaced Al-Naṣīḥ, became Al-Muntakhab fi Akhbār al-ʿArab","",""
"t1r795",1900,"Jan.","","Al-Ghazāla","Cairo","Idwār (Edward) Qarʿalī","","Ṭ","DKQ, AUB?"
"t1r796",1900,"","","Al-Ḥadīqa","Beirut","Najīb Naṣṣār and Bashīr Qaṣṣār","","Ṭ",""
"t1r797",1900,"",1904,"Al-Ḥammāra","Cairo","unknown","","",""
"t1r798",1900,"15 April","","Al-Hawānīm","Cairo","Aḥmad Ḥilmī, Muṣṭafā al-Abyaḍ","","Ṭ",""
"t1r799",1900,"8 Jan.","","Al-Indhār","Minya/Cairo","Yūsuf Ḥamdī Yakan","","Ṭ",""
"t1r800",1900,"13 April","","Al-Insāniyya","Cairo","J Sīdhum","","Ṭ",""
"t1r801",1900,"15 March","","Al-Intiqād al-ʿĀmm","Cairo","Muḥammad Rāghib Āl Khibra","","Ṭ",""
"t1r802",1900,"","few issues","Al-Jazāʾirī","Algiers","Luciani","semi-official","",""
"t1r803",1900,"","","Al-Kanīsa","Cairo","Qusṭanṭīn Bāshā and Thābit Thābit","","",""
"t1r804",1900,"25 April","","Al-Khabīr","Cairo","ʿUthmān Khanānī","","Ṭ",""
"t1r805",1900,"1 July","","Al-Khizāna","Cairo","Shaykh Yūsuf al-Khāzin","","Ṭ","DKQ, AUB"
"t1r806",1900,"15 Nov.","","Al-Kināna","Beirut","Al-Kulliyya al-Sūriyya al-Injīliyya / Al-Jāmiʿa al-Amīrikiyya","","Ṭ, S",""
"t1r807",1900,"2 Jan.","","Al-Liwāʾ","Cairo","Muṣṭafā Kāmil Bāshā","","Ṭ",""
"t1r808",1900,"1 Oct.","","Majallat al-Liwāʾ","Cairo","Muṣṭafā Kāmil Bāshā","","Ṭ",""
"t1r809",1900,"April","","Majallat al-Majallāt al-ʿArabiyya","Cairo","Maḥmūd Ḥasīb","","Ṭ",""
"t1r810",1900,"1 June",1909,"Al-Majalla al-Miṣriyya","Cairo","Khalīl Bey Muṭrān and Maḥmūd Masʿad","","Ṭ","DKQ, AUB, BnF"
"t1r811",1900,"1 Jan.","","Al-Majmūʿa al-Rasmiyya li’l-Maḥākim al-Ahliyya","Cairo","official","","Ṭ","LOC"
"t1r812",1900,"2 Jan.","still 1929","Makārim al-Akhlāq al-Islāmiyya","Cairo","Jamʿiyyat Makārim al-Akhlāq al-Islāmiyya","","Ṭ, S",""
"t1r813",1900,"","","Al-Manār","Beirut","Jamʿiyyat al-Ūrthūdhūksiyya bi-Bayrūt","","",""
"t1r814",1900,"15 Jan.",1916,"Al-Miftāḥ","Cairo","Tawfīq ʿAzzūz","","Ṭ, S",""
"t1r815",1900,"","","Al-Minshar","São Paolo","unknown","","S",""
"t1r816",1900,"6 Dec.","","Al-Miṣbāḥ al-Jadīd","Cairo","Ibrāḥīm Salīm al-Najjār and Sijʿān ʿĀrij Saʿāda","","Ṭ","DKQ, AUB"
"t1r817",1900,"1 April","","Al-Nadīm","Cairo","Aḥmad ʿAbd al-Laṭīf","","Ṭ, Ziad Fahmy",""
"t1r818",1900,"","","Al-Nahḍa al-Adabiyya","Cairo","Jamʿiyyat al-Nahḍa","","Ṭ",""
"t1r819",1900,"14 May","","Al-Naẓẓāra","Cairo","ʿA Kāmil","","Ṭ",""
"t1r820",1900,"","","Nūr al-Islām","Zaqāzīq","Amīn Abū Yūsuf and Maḥmūd ʿAbd al-Karīm","","",""
"t1r821",1900,"","","Al-Qalyūbiyya","Banha","Muḥammad Zakī al-Atrabī","","Ṭ",""
"t1r822",1900,"2 Jan.","","Al-Quds","Cairo","Al-Shaykh Ṭaha al-Muḥtasib bi’llāh","","Ṭ",""
"t1r823",1900,"30 June","","Rāʾid al-Nīl","Cairo","Aḥmad Najīb","","Ṭ",""
"t1r824",1900,"1 Jan.",1901,"Al-Raʾīs","Jounieh / Jūniyya","Dr. Luwīs al-Khāzin and Ibrāhīm al-Hawrānī","","Ṭ","DKQ, AUB, Mak al-Bulisiyya"
"t1r825",1900,"","","Al-Rasūl","Cairo","ʿAbd al-Ḥamīd Ibrāhīm and Muḥammad al-Hirāwī","","Ṭ",""
"t1r826",1900,"","","Al-Riyāḍ","Lucknow","Muḥammad ʿAbd al-ʿAlī al-Madrāsī","","Ṭ",""
"t1r827",1900,"(23 Dhū al-Qaʿda 1317) 25 March","","Al-Ṣabāʾ","Zaqāzīq","Aḥmad ʿAbd Allāḥ Ḥusayn","","Ṭ",""
"t1r828",1900,"26 Aug.","","Al-Ṣabāḥ","Alexandria","ʿAbduh Badrān","","Ṭ","DKQ?"
"t1r829",1900,"(16 Dhū al-Qaʿda 1317) 18 March","","Al-Ṣabwa","Zaqāzīq","Aḥmad ʿAbd Allāḥ Ḥusayn","","Ṭ",""
"t1r830",1900,"","","Ṣadā Lubnān","Beirut","unknown","","",""
"t1r831",1900,"18 March","","Al-Salwa","Zaqāzīq","Aḥmad ʿAbd Allāḥ Ḥusayn","","",""
"t1r832",1900,"","","Al-Sihām","?","unknown","","S",""
"t1r833",1900,"Jan.","","Subūl al-Hudā","Cairo","Aḥmad Saʿīd","","Ṭ",""
"t1r834",1900,"1 Jan.","","Al-Ṣawāb","Rio de Janeiro","Shaykh Ḥabīb al-Khūrī and Mīkhāʾīl Murād","","Ṭ",""
"t1r835",1900,"20 Sept.","","Al-Ṣidq","Buenos Aires, Argentina","Ibrāhīm Wahba Khizāma","","Ṭ",""
"t1r836",1900,"","","Al-Shaʿb","Ghawānābārā","Mīkhāʾīl Murād","","S",""
"t1r837",1900,"15 June","","Al-Shams","Damascus","Jūrj Matā/Hannā and Jūrj Samʿān / Jūrj Samān","","Ṭ","Zāh: 1900-1901, BOSJ 1900-1901, DKQ?"
"t1r838",1900,"23 Feb. (22 Shawwāl 1317)","","Al-Sharqiyya","Zaqāzīq","Muḥammad Tawfīq al-ʿAṭṭār and Yūsuf Ḥusayn /ʿAbd Allāh","","Ṭ gives also 1899",""
"t1r839",1900,"","","Tāj al-Maʿārif","Cairo","Ibrāhīm ʿAlī Sālim","","",""
"t1r840",1900,"1 Feb.","","Al-Tamthīl","Cairo","Muḥammad Amīn (?Mūsa Ḥamdī, Bayūmī Ibrāhīm?)","","Ṭ, Ziad Fahmy",""
"t1r841",1900,"25 May","","Al-Thamarāt","Cairo","Salīm Zakī","","Ṭ",""
"t1r842",1900,"19 May","","(Al-)Usbūʿ","Cairo","Salīm Qabʿān","","Ṭ",""
"t1r843",1833,"Jan.",1834,"Akhbār al-Qāṣid","Valetta (Malta)","Church Missionary Society","12 issues in 1833, in 1834 newspaper format but content is religious/evangelical","CMS Archives: CM/04/21-23","Harv: 1833 (7 issues), MEC: 1833 (1 issue)?"
"t1r844",1883,"","","Al-Shām: Muḥāḍarāt wa Muqtaṭafāt","Istanbul","Waṣṣāf Bey, ʿĀrifī Bey, and Fawwād Bey","The fortnightly periodical was announced by Adīb Naẓmī in Thamarāt al-Funūn","Thamarāt al-Funūn 415, 12 Feb. 1883:4",""
"t1r845",1894,"",1900,"Al-Arghūl","Cairo","al-Shaykh Muḥammad al-Najjār al-Kutubī","colloquial Arabic (Egyptian)","Z. Fahmy, A. Shafīq Mudhakkirāt I:14",""
"t1r846","*1894","before 28 March","","Kawkab al-Sharq","Beirut","Amīn al-Khūrī","Amīn al-Khūrī obtained the permit; probably never published","al-Bashīr 28 Mar. 1894:1",""
"t1r847",1899,"18 May","","al-Mabdaʾ al-Ṣaḥīḥ","Beirut","Malḥam Aswad, al-Jāmiʿa al-Amīrkiyya / AUB","","","AUB: 1899"
"t1r848",1899,"Nov.",1900,"Thamarāt al-Adhhān","Beirut","Mūsā Zakhariyā,Salīm Kak, and Buṭrus Ḥaddād, al-Jāmiʿa al-Amīrkiyya / AUB","","","AUB:1899-1900"
"t1r849",1889,"","","Le Réveil","Tunis","unknown","Judeo-Arabic","",""
"t1r850",1860,"August","1861; 25 issues were published","L’Aigle de Paris (Birgys)","Paris","François Bourgade; Rushayd al-Dardāḥ","Bilingual, French-Arabic, edition consisting of extracts from the Arabic edition from Birjīs Bārīs","Moncef Chenoufi, Le problème des origines de l'imprimerie et de la presse arabes en Tunisie dans sa relation avec la renaissance Nahda (1847-1887) (PhD dissertation, 1970)","BnF."
"t1r861",1920,"",1921,"Al-Ḥaqq Yaʿlū","Maʿān, Amman","ʿAbd al-Laṭīf Shukr","handwritten; lithographed; only six issues","issue of 27 Jumādī al-Thānī 1339; Shukrī Jibrīn Ismāʿīl Ḥajjī , “al-Adab fī al-Ṣiḥāfa al-Urduniyya fī ʿAhd al-Imāra, 1921-1946” PhD thesis, Jāmiʿat al-Qaddīs Yūsuf, Beirut, 1999","MJU (one issue, 27 Jumādī al-Thānī 1339)."
"t1r862",1900,"September/11","?","Heliopolis - ʿAyn Shams","Cairo","ed. by Claudius J. Labib","Coptic journal, Arabic, Coptic, English","","BL"
"t1r863",1878,"","?","Ḥadīqat al-Akhbār","Bombay","?","","S","?"
"t1r864",1881,"","?","Shams al-Akhbār","Madras","?","","S",""
"t1r865",1895,"","","Zaynat al-Nisāʾ","India","","","S",""
"t1r866",1875,"",1887,"Shifāʾ al-udūr","Lahore","Mawlānā Fayḍ al-Ḥasan Sahāranpūrī","","S",""
"t1r867",1875,"","","Maẓla‘ al-‘Ulūm wa-Manba‘ Akhbār al-Hind wa’l-Rūm","Bombay","?","","S",""
"t1r868",1919,"February 17",1921,"Al-ʿĀṣima","Damascus","?, (from mid-1919) Muḥibb al-Dīn al-Khatīb","","based on n.1.","AUB"
"t1r869",1902,"April 24",1916,"Majallat al-Aḥkām al-Sharʿiyya","Cairo","","","based on vol.1, n.1","Prin"
"t1r870",1901,"January/2","?","Ṣadā Lubnān","Cairo, from 1910 in Jounieh / Jūniyya","Sijʿān ʿĀrij","published until WWI?","Ṭ","AUB (year 1913)"
"t1r871",1901,"January/13","?","Al-Nisnās","Cairo","Murād Bayntwā","comments","Ṭ",""
"t1r872",1901,"June/?","?","Abū Zayd","Cairo","Jūrj Aṭānsiyādī","comments","Ṭ","?"
"t1r873",1901,"August/9","?","Al-Khazzān","Cairo","Najīb Hāshim","","Ṭ",""
"t1r874",1901,"August/12",1903,"Al-Tahdhīb","Cairo","Murād Faraj","","Ṭ","BONN: online, 1902-1903"
"t1r875",1901,"October/27","?","Taḥrīr Sūriyā","Cairo","Jūrj ʿAssāf","","Ṭ",""
"t1r876",1901,"November/1","?","Al-Ṣawt al-Sārikh","Cairo","Bāsīlī Naṣr","","Ṭ",""
"t1r877",1901,"November/17","?","Al-Tamaddun","Cairo","Ibrāhīm Ramzī","","Ṭ",""
"t1r878",1901,"December/2","?","Al-Ibtisām","Cairo","Jūrj Isḥaq Yārid","","Ṭ",""
"t1r879",1901,"December/5","?","Al-Ḥaqīqa","Cairo","ʿAbd Allāh Ṭāhir","","Ṭ",""
"t1r880",1901,"December/?","?","Al-ʿĀṣima","Cairo","Shākir Abāẓa","","Ṭ",""
"t1r881",1901,"December/12","?","Al-Ghāzī","Cairo","Muḥammad Shukrī","","Ṭ",""
"t1r882",1901,"December/20","?","Al-Amal","Cairo","Bashīr Anṭākī","","Ṭ",""
"t1r883",1901,"December/21","?","Al-Sharq al-Muṣawwar","Cairo","Aḥmad Kāmī al-Kuraydī","illustrated","Ṭ",""
"t1r884",1902,"January/?","?","Al-Sihām","Cairo","Jūrj Isḥāq Yārid","","Ṭ",""
"t1r885",1902,"","","Ṣūq al-ʿAṣr","Cairo","Aḥmad ʿAbbās","","Ṭ",""
"t1r886",1902,"February/20","","Abū Zayd","Cairo","Jūrj Aṭānsiyādī","","Ṭ",""
"t1r887",1902,"March/6","","Al-Muṣawwar","Cairo","Khalīl Zaynīyya","illustrated","Ṭ",""
"t1r888",1902,"March/16","","Al-ʿAjāʾib","Cairo","Amīn Fawzī","","Ṭ",""
"t1r889",1902,"March/16","","Al-ʿUmrān","Cairo","ʿAbd al-Masīḥ al-Anṭākī","","Ṭ",""
"t1r890",1902,"April","","Al-Rashīd","Cairo","Ibrāhīm Fahmī","","Ṭ",""
"t1r891",1902,"May/9","","Al-Ṣayyād","Cairo","Sayyid Aḥmad Muṣṭafā","","Ṭ",""
"t1r892",1902,"June/1","","Al-Maqsūd","Cairo","ʿAbd al-Majīd Kāmil","","Ṭ",""
"t1r893",1902,"July","","Al-Taymz al-Miṣrī","Cairo","Sālim Sīdhum Tādrus","","Ṭ",""
"t1r894",1902,"August/15","","Al-Ḥaqāʾiq","Cairo","Qāsim Muḥammad","","Ṭ",""
"t1r895",1902,"November","","Barīd al-Aḥad","Cairo","Yūsuf al-Khāzin","","Ṭ",""
"t1r896",1902,"November/3","","Al-Iksibrīs","Cairo","Tawfīq Ḥabīb","Al-Express","Ṭ",""
"t1r897",1902,"November/20","","Al-Kalima al-Ḥurra","Cairo","Ibrāhīm Salīm Najjār","","Ṭ",""
"t1r898",1902,"December/2","","Al-Ḥawādith","Cairo","Amīn ʿAwwād","","Ṭ",""
"t1r899",1902,"December","","Al-Farīq","Cairo","ʿAlī ʿAlawī","","Ṭ",""
"t1r900",1902,"December","","Al-Ḥurriyya","Cairo","Maḥmūd Fahmī","","Ṭ",""
"t1r901",1903,"January","","Al-Ḥamīdī","Cairo","ʿAbd Allāh Ḥassūn","","Ṭ",""
"t1r902",1903,"February/6","","Al-Rāwī","Cairo","Yūsuf Ṭalʿat and Najīb Hāshim","","Ṭ",""
"t1r903",1903,"","","Al-Jawāʾib al-Miṣriyya","Cairo","Khalīl Bey Muṭrān","later owner is ʿAṭā Bey Ḥusnī","Ṭ",""
"t1r904",1903,"March","","Al-Qāhira","Cairo","Bashīr Yūsuf and Williyam Turkumānī","","Ṭ",""
"t1r905",1903,"March","","Al-Imām","Cairo","Muḥammad Bey Abū Shādī","","Ṭ",""
"t1r906",1903,"April/13","","Al-Iṣlāḥ","Cairo","Ziyād and Mājidī","","Ṭ",""
"t1r907",1903,"June/28","","Al-Bābā-Ghāllū al-Miṣrī","Cairo","ʿAbd al-Majīd Kāmil","","Ṭ",""
"t1r908",1903,"August","","Al-Ṭughrāʾ","Cairo","Jūrj Isḥāq Yārid","","Ṭ",""
"t1r909",1903,"October/14","","Al-Khalāʿa","Cairo","Ḥasan ʿAlī ʿAbd Allāh","","Ṭ",""
"t1r910",1903,"October/24","","Al-Ṭarāʾif","Cairo","Rashīd Musawbiʿ","","Ṭ",""
"t1r911",1903,"November/29","","Ḍidd al-Khalāʿa","Cairo","Yūsuf ʿAzmī","","Ṭ",""
"t1r912",1903,"","","Al-Khalāʿa al-Miṣriyya","Cairo","ʿAbd al-Ruʾūf Ḥilmī","","Ṭ",""
"t1r913",1903,"December/15","","Al-Azbakiyya","Cairo","N. J.","","Ṭ",""
"t1r914",1903,"December/20","","Al-ʿAṣr al-ʿAbbāsī","Cairo","Fatḥī Muḥammad","","Ṭ",""
"t1r915",1903,"December/20","","Al-Nīl","Cairo","Muḥammad Ghānim and Salīm Qabʿīn","","Ṭ",""
"t1r916",1903,"","","Al-Sūdān","Cairo","Maḥmūd al-Qabbānī","","Ṭ",""
"t1r917",1904,"January","","Al-Muntazah","Cairo","Sayyid ʿAlī al-Ḥarīrī","","Ṭ",""
"t1r918",1904,"","","Al-Fūnūghrāf","Cairo","","","Ṭ",""
"t1r919",1904,"January/31","","Al-Insāniyya","Cairo","Maḥmūd Abū Naṣr","","Ṭ",""
"t1r920",1904,"February/26","","Al-Siyāsa","Cairo","Yūsuf Kassāb","","Ṭ",""
"t1r921",1904,"March/1","","Al-ʿĀʾila","Cairo","Istīr Mūyāl","","Ṭ",""
"t1r922",1904,"March/16","","Al-Ḥāfī","Cairo","ʿAlī Ḥāfī Bey","","Ṭ",""
"t1r923",1904,"March/18","","Al-Ijāba","Cairo","Sharikat al-Tashhīlāt al-ʿUmūmiyya","","Ṭ",""
"t1r924",1904,"April","","Al-Musāwāt","Cairo","Qusṭandī Qusṭa","","Ṭ",""
"t1r925",1904,"","","Al-Mustaqbal","Cairo","Maḥmūd Qadrī","","Ṭ",""
"t1r926",1904,"April/23","","Al-Wāʿiẓ","Cairo","Maḥmūd Salāma","","Ṭ",""
"t1r927",1904,"May/22","","Al-Jāsūs","Cairo","Ḥāfiẓ Ḥilmī Bakīr","","Ṭ",""
"t1r928",1904,"May/29","","Al-Nādī","Cairo","Al-Duktūr Anrīkū Ansābātū","","Ṭ",""
"t1r929",1904,"July/8","","Al-Umma Ḥurra","Cairo","Qusṭandī Qusṭa","","Ṭ",""
"t1r930",1904,"July","","Al-Gharāʾib","Cairo","Muḥammad Amīn Fawzī","","Ṭ",""
"t1r931",1904,"August","","Sayf al-ʿAddāla","Cairo","Tawfīq al-Baḥrī","","Ṭ",""
"t1r932",1904,"September/4","","Al-Suwaysiyya","Cairo","N. J.","","Ṭ",""
"t1r933",1904,"","","Al-Muṭālib","Cairo","Maḥmūd Fāḍil","","Ṭ",""
"t1r934",1904,"September","","Al-Munʿim","Cairo","Luṭfī Bey ʿAyrūṭ","","Ṭ",""
"t1r935",1904,"","","Al-Kawkab","Cairo","Maḥmūd Zakī Bey","","Ṭ",""
"t1r936",1904,"","","Al-Ḥawādith al-ʿUmūmiyya","Cairo","ʿAbd Allāh Ḥassūn","","Ṭ",""
"t1r937",1905,"January/5","","Al-Irshād","Cairo","ʿAlī Aḥmad al-Jirjāwī","","Ṭ",""
"t1r938",1905,"January/8","","Al-Ṣiḥāfa","Cairo","Muṣṭafā Tawfīq al-Jarrāḥī","","Ṭ",""
"t1r939",1905,"February","","Al-Tankīt wa-l-Tabkīt","Cairo","Muḥammad Fāḍil and Muḥammad Ṭalʿat","","Ṭ",""
"t1r940",1905,"February","","Al-Ḥijāz","Cairo","Abū Bakr bin ʿUmar Dāghistānī","","Ṭ",""
"t1r941",1905,"","","Al-Saʿīd","Cairo","Saʿid Adham and Ibrāhīm Adham","Sait Edhemand Ibrahim Edhem","Ṭ",""
"t1r942",1905,"","","Al-Mishkāt","Cairo","Yūsuf Yakan and Khalīl al-Muwayliḥī","Yusuf Yeğenand Khalil al-Muwayliḥī","Ṭ",""
"t1r943",1905,"April","","Al-ʿĀlam al-Islāmī","Cairo","Muṣṭafā Kāmil","","Ṭ",""
"t1r944",1905,"","","Al-Ḍuḥā","Cairo","ʿAbd al-Raḥmān al-Dhahabī","","Ṭ",""
"t1r945",1905,"May/5","","Al-Fārūq","Cairo","Muḥammad ʿIzzat","","Ṭ",""
"t1r946",1905,"","","Al-Khalāʿa al-Aṣliyya","Cairo","ʿAbd Allāh Ḥassūn","","Ṭ",""
"t1r947",1905,"June/9","","Al-Amīr","Cairo","Aḥmad al-Laythī","","Ṭ",""
"t1r948",1905,"","","Al-Mufīd","Cairo","ʿAbd al-ʿAzīz Ḥamdī","","Ṭ",""
"t1r949",1905,"September/1","","Al-Kawn","Cairo","Aḥmad Rafʿat","","Ṭ",""
"t1r950",1905,"October/1","","Al-ʿUrwā al-Wuthqā","Cairo","Bashīr bin Fatḥ Allāh","","Ṭ",""
"t1r951",1905,"October/10","","Al-Iʿtidāl al-Miṣrī","Cairo","Muṣṭafā Ḥilmī Saʿd","","Ṭ",""
"t1r952",1905,"October/31","","ʿIfrīt al-Himāra","Cairo","ʿAbd al-Raḥmān al-Hindī","","Ṭ",""
"t1r953",1905,"November/28","","Al-Ḥukūma","Cairo","ʿAzīz Fahmī al-Miṣrī","","Ṭ",""
"t1r954",1905,"","","Al-Azbakiyya","Cairo","Qusṭandī Qusṭa","see t1r913","Ṭ",""
"t1r955",1906,"January/1","","Al-Ṣāʾiḥ","Cairo","Muḥammad ʿAlī Nuṣūḥī","","Ṭ",""
"t1r956",1906,"January/1","","Al-Raya al-ʿUthmāniyya","Cairo","Bashīr bin Fatḥ Allāh","anti-Young Turk?","Ṭ",""
"t1r957",1906,"","","Al-Umma","Cairo","Muḥammad al-Shurbatlī","","Ṭ",""
"t1r958",1906,"","","Al-Khaṭīb","Cairo","ʿAbd al-ʿAzīz Faraghlī","","Ṭ",""
"t1r959",1906,"","","Al-Kalima al-Ḥaqqa","Cairo","Ibrāhīm Salīm Najjār","","Ṭ",""
"t1r960",1906,"","","Al-Maʿraḍ","Cairo","Ḥasan Rāghib","","Ṭ",""
"t1r961",1906,"July","","Al-Minbar","Cairo","Muḥammad Masʿūd and Ḥāfiẓ ʿAwaḍ","","Ṭ",""
"t1r962",1906,"July","","Al-Asitāna","Cairo","Husayn Taymūr and Muḥammad Ṣādiq ʿUmar","","Ṭ",""
"t1r963",1906,"","","Al-Intibāh","Cairo","?","","Ṭ",""
"t1r964",1906,"","","Kashf al-Khabāyā","Cairo","ʿAbd al-Ḥamīd Farīd","","Ṭ",""
"t1r965",1906,"","","Al-Ḥaramayn","Cairo","Ḥusayn Barādah","","Ṭ",""
"t1r966",1906,"","","Ḥaqāʾiq al-Sharq aw al-Dīk al-Miṣrī","Cairo","George Nilkun de Wildberg","","Ṭ",""
"t1r967",1906,"December/23","","Al-Shūrā","Cairo","ʿAbd al-Ḥaqq al-Anṣārī al-Ṭahṭāwī","","Ṭ",""
"t1r968",1906,"December/23","","Al-Kawkab al-Miṣrī","Cairo","George Nilkun de Wildberg","","Ṭ",""
"t1r969",1907,"","","Al-Būrṣa","Cairo","George Nilkun de Wildberg","","Ṭ",""
"t1r970",1907,"January/17","","Al-Dunyā al-Jadīda","Cairo","Aḥmad Nadīm","","Ṭ",""
"t1r971",1907,"","","Al-Ḥaqq al-Ṣarāḥ","Cairo","ʿAbd al-ʿAzīz Mūsā and Maḥmūd Mūsā","","Ṭ",""
"t1r972",1907,"January/31","","Al-Shūrā al-ʿUthmānī","Cairo","Jamʿiyyat al-Shūrā al-ʿUthmānī","","Ṭ",""
"t1r973",1907,"February","","Al-Sharq","Cairo","Muḥammad Ḥilmī and Najīb Zakī","","Ṭ",""
"t1r974",1907,"March/8","","Hā Hā Hā","Cairo","Muḥammad Masʿūd and Ḥāfiẓ ʿAwaḍ","","Ṭ",""
"t1r975",1907,"March/9","","Al-Jarīda","Cairo","Aḥmad Luṭfī al-Sayyid","","Ṭ",""
"t1r976",1907,"April/6","","Al-Timsāḥ","Cairo","ʿAlī Shawqī","","Ṭ",""
"t1r977",1907,"","","Al-Dīk","Cairo","Fathī ʿAzmī","","Ṭ",""
"t1r978",1907,"June/7","","Mirʾāt Turkiyā","Cairo","Muḥammad Ṣafā","","Ṭ",""
"t1r979",1907,"August/10","","Al-Ṣabʿa wa-Dhimmatuhā","Cairo","ʿAlī Abū Zayd","","Ṭ",""
"t1r980",1907,"August/12","","Al-Asad al-Islāmī","Cairo","Sulaymān al-Bārūnī","Al-Bārūnī is from Ṭrāblus Gharb, later MP in Ottoman parliament","Ṭ",""
"t1r981",1907,"","","Khayāl al-Ẓill","Cairo","Aḥmad Ḥāfiẓ ʿAwaḍ","","Ṭ",""
"t1r982",1907,"October","","Al-Jāmiʿa al-Miṣriyya","Cairo","Mursī Muḥammad and Aḥmad Rāshid","","Ṭ",""
"t1r983",1907,"November","","Al-Siyāsa al-Muṣawwara","Cairo","ʿAbd al-Ḥamīd Zakī","Ṭ: from 1910 in Bologna; illustrated","Ṭ",""
"t1r984",1907,"November","","Al-Dustūr","Cairo","Muḥammad Farīd Wajdī","","Ṭ",""
"t1r985",1908,"January",1908,"Al-Nahḍa","Cairo","Ismāʿīl Ghaṣbarinskī","Ismail Ghasparinski, Ṭ: journal existed only for two months","Ṭ",""
"t1r986",1908,"January/31","","Al-Jarīda al-Usbūʿiyya","Cairo","Muḥammad Ṭāhir Ḥaqqī","","Ṭ",""
"t1r987",1908,"February/2","","Al-Ustādh","Cairo","ʿAlī Luṭfī and ʿAbd al-Majīd Kāmil","","Ṭ",""
"t1r988",1908,"March","","Ḍiyāʾ al-Sharq","Cairo","Maḥmūd Bey Ḥasīb","","Ṭ",""
"t1r989",1908,"March/20","","Al-ʿAzīz","Cairo","Muṣṭafā ʿAbd Allāh and Abū Zayd Ḥasan","","Ṭ",""
"t1r990",1908,"March/20","","Al-Iqdām","Cairo","Ḥannā Sīdhum and Najīb Karam et al","","Ṭ",""
"t1r991",1908,"","","ʿIfrīt al-Muqāwilīn","Cairo","Jundī Faraj","","Ṭ",""
"t1r992",1908,"","","Al-Ḥaqq al-Ṣarāḥ","Cairo","ʿAbd al-ʿAzīz Mūsā","same as t1r971","Ṭ",""
"t1r993",1908,"","","Al-Bustān","Cairo","Mīshāl Maysir and Sālim Sīdhum","","Ṭ",""
"t1r994",1908,"","","Al-Ḥukūma","Cairo","ʿAzīz ʿIzzat","","Ṭ",""
"t1r995",1908,"April/21","","Al-Ḥukūma","Cairo","ʿAzīz ʿIzzat","","Ṭ",""
"t1r996",1908,"April/24","","Al-Quṭr al-Miṣrī","Cairo","Aḥmad Ḥilmī","","Ṭ",""
"t1r997",1908,"April/24","","Al-Quṭr al-Miṣrī","Cairo","Aḥmad Ḥilmī","Ṭ: first as magazine (majalla)","Ṭ",""
"t1r998",1908,"","","Al-Jihād","Cairo","Al-Sayyid Saʿīd Walqalīnī","","Ṭ",""
"t1r999",1908,"May/10","","Al-Miṣbāḥ","Cairo","Maḥmūd Zakī and Ḥusayn al-Khādim","","Ṭ",""
"t1r1000",1908,"June/21","","Al-Mabāḥith al-Siyāsiyya","Cairo","Ḥusayn Shafīq","","Ṭ",""
"t1r1001",1908,"","","Al-Walāʾ","Cairo","Ibrāhīm Rūsū","","Ṭ",""
"t1r1002",1908,"June/28","","Al-Aḥwāl","Cairo","Ḥabīb Yūsuf","","Ṭ",""
"t1r1003",1908,"August/16","","Al-Raʿd","Cairo","ʿAlī Ṣādiq al-Ḥakīm","","Ṭ",""
"t1r1004",1908,"September/8","","Al-ʿAṣr al-Jadīd","Cairo","Ḥabīb Tarāk and Ḥamdī al-Sammān","","Ṭ",""
"t1r1005",1908,"September/16","","Al-Mabāḥith al-Siyāsiyya al-Muṣawwara","Cairo","Ḥusayn Shafīq and Salīm Ḥaddād","see t1r1000; illustrated","Ṭ",""
"t1r1006",1908,"December/1","","Majallat al-Aʿmāl al-Yadawiyya li-l-Sayyidāt","Cairo","Al-Ānisa Fāsilā and her sister","","Ṭ",""
"t1r1007",1908,"December","","Miṣr al-Fatāt","Cairo","Sayyid ʿAlī","","Ṭ",""
"t1r1008",1908,"December","","Al-Ṭalba","Cairo","ʿAbd al-Ḥamīd Ḥamdī","","Ṭ",""
"t1r1009",1908,"December","","Al-Ṭalba","Cairo","ʿAbd al-Ḥamīd Ḥamdī","","Ṭ",""
"t1r1010",1908,"","","Al-Faḍīla","Cairo","ʿAlī Ṣādiq al-Ḥakīm","","Ṭ",""
"t1r1011",1909,"January/1","","Al-Ẓuhūr","Cairo","ʿAlī Nūr Rāghib","","Ṭ",""
"t1r1012",1909,"January/1","","Al-Muqaṭṭam al-Usbūʿī","Cairo","Yaʿqūb Ṣarrūf, Fāris Nimr, Shāhīn Makāriyūs","","Ṭ",""
